,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,humidity,precip,precipprob,windspeed,cloudcover,solarradiation,solarenergy,uvindex,sunrise,sunset,conditions,hours
0,2022-01-01,23.0,9.0,18.0,20.0,-1.0,7.5,68.0,0.0,0.0,20.7,44.8,46.0,3.9,2.0,07:49:24,17:11:33,Partially cloudy,"[{'datetime': '00:00:00', 'temp': 21.8, 'feelslike': 7.6, 'humidity': 71.45, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 17.2, 'cloudcover': 0.6, 'solarradiation': 1.0, 'solarenergy': 0.0, 'uvindex': 0.0, 'conditions': 'Clear'}, {'datetime': '01:00:00', 'temp': 20.0, 'feelslike': 7.3, 'humidity': 70.42, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 12.7, 'cloudcover': 0.8, 'solarradiation': 0.0, 'solarenergy': 0.0, 'uvindex': 0.0, 'conditions': 'Clear'}, {'datetime': '02:00:00', 'temp': 20.0, 'feelslike': 6.2, 'humidity': 67.7, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 15.0, 'cloudcover': 0.7, 'solarradiation': 0.0, 'solarenergy': 0.0, 'uvindex': 0.0, 'conditions': 'Clear'}, {'datetime': '03:00:00', 'temp': 19.1, 'feelslike': 9.1, 'humidity': 67.52, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 8.1, 'cloudcover': 27.9, 'solarradiation': 1.0, 'solarenergy': 0.0, 'uvindex': 0.0, 'conditions': 'Partially cloudy'}, {'datetime': '04:00:00', 'temp': 17.9, 'feelslike': 8.6, 'humidity': 67.41, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 7.0, 'cloudcover': 27.4, 'solarradiation': 3.0, 'solarenergy': 0.0, 'uvindex': 0.0, 'conditions': 'Partially cloudy'}, {'datetime': '05:00:00', 'temp': 19.1, 'feelslike': 2.8, 'humidity': 67.59, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 20.7, 'cloudcover': 0.8, 'solarradiation': 4.0, 'solarenergy': 0.0, 'uvindex': 0.0, 'conditions': 'Clear'}, {'datetime': '06:00:00', 'temp': 17.9, 'feelslike': 4.2, 'humidity': 64.81, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 13.8, 'cloudcover': 88.7, 'solarradiation': 5.0, 'solarenergy': 0.0, 'uvindex': 0.0, 'conditions': 'Partially cloudy'}, {'datetime': '07:00:00', 'temp': 17.9, 'feelslike': 1.7, 'humidity': 67.44, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 19.6, 'cloudcover': 50.1, 'solarradiation': 5.0, 'solarenergy': 0.0, 'uvindex': 0.0, 'conditions': 'Partially cloudy'}, {'datetime': '08:00:00', 'temp': 17.0, 'feelslike': 2.5, 'humidity': 70.1, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 14.9, 'cloudcover': 49.7, 'solarradiation': 7.0, 'solarenergy': 0.0, 'uvindex': 0.0, 'conditions': 'Partially cloudy'}, {'datetime': '09:00:00', 'temp': 19.1, 'feelslike': 6.9, 'humidity': 67.64, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 11.3, 'cloudcover': 49.7, 'solarradiation': 92.0, 'solarenergy': 0.3, 'uvindex': 1.0, 'conditions': 'Partially cloudy'}, {'datetime': '10:00:00', 'temp': 20.0, 'feelslike': 12.1, 'humidity': 61.76, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 5.8, 'cloudcover': 50.2, 'solarradiation': 146.0, 'solarenergy': 0.5, 'uvindex': 1.0, 'conditions': 'Partially cloudy'}, {'datetime': '11:00:00', 'temp': 19.1, 'feelslike': 10.0, 'humidity': 67.54, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 6.9, 'cloudcover': 88.2, 'solarradiation': 73.0, 'solarenergy': 0.3, 'uvindex': 1.0, 'conditions': 'Partially cloudy'}, {'datetime': '12:00:00', 'temp': 20.0, 'feelslike': 20.0, 'humidity': 64.98, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 0.0, 'cloudcover': 88.5, 'solarradiation': 81.0, 'solarenergy': 0.3, 'uvindex': 1.0, 'conditions': 'Partially cloudy'}, {'datetime': '13:00:00', 'temp': 20.9, 'feelslike': 12.2, 'humidity': 65.05, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 6.9, 'cloudcover': 88.2, 'solarradiation': 115.0, 'solarenergy': 0.4, 'uvindex': 1.0, 'conditions': 'Partially cloudy'}, {'datetime': '14:00:00', 'temp': 23.0, 'feelslike': 13.1, 'humidity': 62.09, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 9.1, 'cloudcover': 88.2, 'solarradiation': 136.0, 'solarenergy': 0.5, 'uvindex': 1.0, 'conditions': 'Partially cloudy'}, {'datetime': '15:00:00', 'temp': 23.0, 'feelslike': 13.8, 'humidity': 59.67, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 8.0, 'cloudcover': 88.2, 'solarradiation': 173.0, 'solarenergy': 0.6, 'uvindex': 2.0, 'conditions': 'Partially cloudy'}, {'datetime': '16:00:00', 'temp': 23.0, 'feelslike': 15.6, 'humidity': 59.69, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 5.8, 'cloudcover': 49.7, 'solarradiation': 154.0, 'solarenergy': 0.6, 'uvindex': 2.0, 'conditions': 'Partially cloudy'}, {'datetime': '17:00:00', 'temp': 21.8, 'feelslike': 11.6, 'humidity': 60.23, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 9.1, 'cloudcover': 88.2, 'solarradiation': 101.0, 'solarenergy': 0.4, 'uvindex': 1.0, 'conditions': 'Partially cloudy'}, {'datetime': '18:00:00', 'temp': 17.9, 'feelslike': 8.6, 'humidity': 70.96, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 6.9, 'cloudcover': 49.5, 'solarradiation': 2.0, 'solarenergy': 0.0, 'uvindex': 0.0, 'conditions': 'Partially cloudy'}, {'datetime': '19:00:00', 'temp': 15.2, 'feelslike': 4.3, 'humidity': 67.07, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 8.0, 'cloudcover': 0.0, 'solarradiation': 4.0, 'solarenergy': 0.0, 'uvindex': 0.0, 'conditions': 'Clear'}, {'datetime': '20:00:00', 'temp': 11.9, 'feelslike': 3.9, 'humidity': 77.25, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 4.7, 'cloudcover': 49.5, 'solarradiation': 0.0, 'solarenergy': 0.0, 'uvindex': 0.0, 'conditions': 'Partially cloudy'}, {'datetime': '21:00:00', 'temp': 9.0, 'feelslike': -1.0, 'humidity': 75.99, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 5.8, 'cloudcover': 49.5, 'solarradiation': 0.0, 'solarenergy': 0.0, 'uvindex': 0.0, 'conditions': 'Partially cloudy'}, {'datetime': '22:00:00', 'temp': 9.0, 'feelslike': -1.0, 'humidity': 79.16, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 5.8, 'cloudcover': 0.0, 'solarradiation': 0.0, 'solarenergy': 0.0, 'uvindex': 0.0, 'conditions': 'Clear'}, {'datetime': '23:00:00', 'temp': 9.0, 'feelslike': -1.0, 'humidity': 79.16, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 5.8, 'cloudcover': 0.0, 'solarradiation': 0.0, 'solarenergy': 0.0, 'uvindex': 0.0, 'conditions': 'Clear'}]"
1,2022-01-02,28.1,5.0,13.4,26.9,-9.9,8.4,70.5,0.0,0.0,10.3,0.2,69.4,6.1,3.0,07:49:30,17:12:25,Clear,"[{'datetime': '00:00:00', 'temp': 9.0, 'feelslike': -1.0, 'humidity': 79.19, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 5.8, 'cloudcover': 0.0, 'solarradiation': 0.0, 'solarenergy': 0.0, 'uvindex': 0.0, 'conditions': 'Clear'}, {'datetime': '01:00:00', 'temp': 6.2, 'feelslike': 6.2, 'humidity': 78.92, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 0.1, 'cloudcover': 0.0, 'solarradiation': 0.0, 'solarenergy': 0.0, 'uvindex': 0.0, 'conditions': 'Clear'}, {'datetime': '02:00:00', 'temp': 8.1, 'feelslike': 8.1, 'humidity': 79.08, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 0.1, 'cloudcover': 0.0, 'solarradiation': 0.0, 'solarenergy': 0.0, 'uvindex': 0.0, 'conditions': 'Clear'}, {'datetime': '03:00:00', 'temp': 6.2, 'feelslike': -4.3, 'humidity': 78.93, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 5.8, 'cloudcover': 0.0, 'solarradiation': 0.0, 'solarenergy': 0.0, 'uvindex': 0.0, 'conditions': 'Clear'}, {'datetime': '04:00:00', 'temp': 6.2, 'feelslike': 6.2, 'humidity': 82.65, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 0.1, 'cloudcover': 0.0, 'solarradiation': 0.0, 'solarenergy': 0.0, 'uvindex': 0.0, 'conditions': 'Clear'}, {'datetime': '05:00:00', 'temp': 6.2, 'feelslike': -4.3, 'humidity': 78.94, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 5.9, 'cloudcover': 0.0, 'solarradiation': 0.0, 'solarenergy': 0.0, 'uvindex': 0.0, 'conditions': 'Clear'}, {'datetime': '06:00:00', 'temp': 6.2, 'feelslike': -2.8, 'humidity': 75.13, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 4.7, 'cloudcover': 0.0, 'solarradiation': 0.0, 'solarenergy': 0.0, 'uvindex': 0.0, 'conditions': 'Clear'}, {'datetime': '07:00:00', 'temp': 5.0, 'feelslike': -9.9, 'humidity': 79.25, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 10.3, 'cloudcover': 0.0, 'solarradiation': 0.0, 'solarenergy': 0.0, 'uvindex': 0.0, 'conditions': 'Clear'}, {'datetime': '08:00:00', 'temp': 5.0, 'feelslike': -5.7, 'humidity': 76.0, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 5.8, 'cloudcover': 0.3, 'solarradiation': 3.0, 'solarenergy': 0.0, 'uvindex': 0.0, 'conditions': 'Clear'}, {'datetime': '09:00:00', 'temp': 11.9, 'feelslike': 5.9, 'humidity': 80.43, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 3.4, 'cloudcover': 0.3, 'solarradiation': 130.0, 'solarenergy': 0.5, 'uvindex': 1.0, 'conditions': 'Clear'}, {'datetime': '10:00:00', 'temp': 17.9, 'feelslike': 17.9, 'humidity': 73.87, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 0.1, 'cloudcover': 0.3, 'solarradiation': 241.0, 'solarenergy': 0.9, 'uvindex': 2.0, 'conditions': 'Clear'}, {'datetime': '11:00:00', 'temp': 17.1, 'feelslike': 9.8, 'humidity': 64.29, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 4.8, 'cloudcover': 0.3, 'solarradiation': 256.0, 'solarenergy': 0.9, 'uvindex': 3.0, 'conditions': 'Clear'}, {'datetime': '12:00:00', 'temp': 20.9, 'feelslike': 9.9, 'humidity': 57.06, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 10.2, 'cloudcover': 0.1, 'solarradiation': 239.0, 'solarenergy': 0.9, 'uvindex': 2.0, 'conditions': 'Clear'}, {'datetime': '13:00:00', 'temp': 20.0, 'feelslike': 15.2, 'humidity': 61.62, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 3.4, 'cloudcover': 0.1, 'solarradiation': 246.0, 'solarenergy': 0.9, 'uvindex': 2.0, 'conditions': 'Clear'}, {'datetime': '14:00:00', 'temp': 26.9, 'feelslike': 26.9, 'humidity': 54.77, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 0.2, 'cloudcover': 0.3, 'solarradiation': 222.0, 'solarenergy': 0.8, 'uvindex': 2.0, 'conditions': 'Clear'}, {'datetime': '15:00:00', 'temp': 28.1, 'feelslike': 24.3, 'humidity': 50.21, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 3.4, 'cloudcover': 0.3, 'solarradiation': 138.0, 'solarenergy': 0.5, 'uvindex': 1.0, 'conditions': 'Clear'}, {'datetime': '16:00:00', 'temp': 26.9, 'feelslike': 21.4, 'humidity': 46.21, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 4.7, 'cloudcover': 0.3, 'solarradiation': 134.0, 'solarenergy': 0.5, 'uvindex': 1.0, 'conditions': 'Clear'}, {'datetime': '17:00:00', 'temp': 20.9, 'feelslike': 14.4, 'humidity': 59.36, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 4.7, 'cloudcover': 0.5, 'solarradiation': 56.0, 'solarenergy': 0.2, 'uvindex': 1.0, 'conditions': 'Clear'}, {'datetime': '18:00:00', 'temp': 17.1, 'feelslike': 17.1, 'humidity': 67.25, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 0.0, 'cloudcover': 0.5, 'solarradiation': 1.0, 'solarenergy': 0.0, 'uvindex': 0.0, 'conditions': 'Clear'}, {'datetime': '19:00:00', 'temp': 12.9, 'feelslike': 12.9, 'humidity': 77.27, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 0.0, 'cloudcover': 0.3, 'solarradiation': 0.0, 'solarenergy': 0.0, 'uvindex': 0.0, 'conditions': 'Clear'}, {'datetime': '20:00:00', 'temp': 12.0, 'feelslike': 12.0, 'humidity': 63.97, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 0.1, 'cloudcover': 0.3, 'solarradiation': 0.0, 'solarenergy': 0.0, 'uvindex': 0.0, 'conditions': 'Clear'}, {'datetime': '21:00:00', 'temp': 10.2, 'feelslike': 0.5, 'humidity': 69.24, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 5.8, 'cloudcover': 0.1, 'solarradiation': 0.0, 'solarenergy': 0.0, 'uvindex': 0.0, 'conditions': 'Clear'}, {'datetime': '22:00:00', 'temp': 10.2, 'feelslike': 10.2, 'humidity': 83.58, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 0.0, 'cloudcover': 0.1, 'solarradiation': 0.0, 'solarenergy': 0.0, 'uvindex': 0.0, 'conditions': 'Clear'}, {'datetime': '23:00:00', 'temp': 10.2, 'feelslike': 10.2, 'humidity': 75.2, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 0.1, 'cloudcover': 0.1, 'solarradiation': 0.0, 'solarenergy': 0.0, 'uvindex': 0.0, 'conditions': 'Clear'}]"
2,2022-01-03,34.0,11.1,23.2,34.0,1.5,18.2,71.3,0.0,0.0,10.3,10.2,75.7,6.5,4.0,07:49:33,17:13:17,Clear,"[{'datetime': '00:00:00', 'temp': 12.0, 'feelslike': 6.0, 'humidity': 84.12, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 3.3, 'cloudcover': 0.1, 'solarradiation': 0.0, 'solarenergy': 0.0, 'uvindex': 0.0, 'conditions': 'Clear'}, {'datetime': '01:00:00', 'temp': 12.9, 'feelslike': 5.0, 'humidity': 80.87, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 4.7, 'cloudcover': 0.1, 'solarradiation': 0.0, 'solarenergy': 0.0, 'uvindex': 0.0, 'conditions': 'Clear'}, {'datetime': '02:00:00', 'temp': 14.0, 'feelslike': 8.3, 'humidity': 80.01, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 3.4, 'cloudcover': 0.1, 'solarradiation': 0.0, 'solarenergy': 0.0, 'uvindex': 0.0, 'conditions': 'Clear'}, {'datetime': '03:00:00', 'temp': 11.1, 'feelslike': 1.5, 'humidity': 80.39, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 5.8, 'cloudcover': 0.1, 'solarradiation': 0.0, 'solarenergy': 0.0, 'uvindex': 0.0, 'conditions': 'Clear'}, {'datetime': '04:00:00', 'temp': 12.9, 'feelslike': 12.9, 'humidity': 80.86, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 0.1, 'cloudcover': 0.0, 'solarradiation': 0.0, 'solarenergy': 0.0, 'uvindex': 0.0, 'conditions': 'Clear'}, {'datetime': '05:00:00', 'temp': 14.0, 'feelslike': 5.0, 'humidity': 79.98, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 5.8, 'cloudcover': 0.0, 'solarradiation': 0.0, 'solarenergy': 0.0, 'uvindex': 0.0, 'conditions': 'Clear'}, {'datetime': '06:00:00', 'temp': 14.0, 'feelslike': 14.0, 'humidity': 79.98, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 0.1, 'cloudcover': 0.1, 'solarradiation': 0.0, 'solarenergy': 0.0, 'uvindex': 0.0, 'conditions': 'Clear'}, {'datetime': '07:00:00', 'temp': 15.2, 'feelslike': 9.7, 'humidity': 83.33, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 3.4, 'cloudcover': 0.3, 'solarradiation': 0.0, 'solarenergy': 0.0, 'uvindex': 0.0, 'conditions': 'Clear'}, {'datetime': '08:00:00', 'temp': 16.1, 'feelslike': 10.7, 'humidity': 76.98, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 3.4, 'cloudcover': 0.5, 'solarradiation': 6.0, 'solarenergy': 0.0, 'uvindex': 0.0, 'conditions': 'Clear'}, {'datetime': '09:00:00', 'temp': 18.0, 'feelslike': 12.8, 'humidity': 76.85, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 3.4, 'cloudcover': 88.6, 'solarradiation': 48.0, 'solarenergy': 0.2, 'uvindex': 0.0, 'conditions': 'Partially cloudy'}, {'datetime': '10:00:00', 'temp': 21.8, 'feelslike': 21.8, 'humidity': 71.45, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 0.0, 'cloudcover': 50.0, 'solarradiation': 130.0, 'solarenergy': 0.5, 'uvindex': 1.0, 'conditions': 'Partially cloudy'}, {'datetime': '11:00:00', 'temp': 29.9, 'feelslike': 21.6, 'humidity': 63.74, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 9.2, 'cloudcover': 0.5, 'solarradiation': 270.0, 'solarenergy': 1.0, 'uvindex': 3.0, 'conditions': 'Clear'}, {'datetime': '12:00:00', 'temp': 30.8, 'feelslike': 25.9, 'humidity': 56.3, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 4.7, 'cloudcover': 0.5, 'solarradiation': 393.0, 'solarenergy': 1.4, 'uvindex': 4.0, 'conditions': 'Clear'}, {'datetime': '13:00:00', 'temp': 34.0, 'feelslike': 34.0, 'humidity': 51.33, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 0.1, 'cloudcover': 0.5, 'solarradiation': 367.0, 'solarenergy': 1.3, 'uvindex': 4.0, 'conditions': 'Clear'}, {'datetime': '14:00:00', 'temp': 33.2, 'feelslike': 27.7, 'humidity': 47.19, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 5.9, 'cloudcover': 0.5, 'solarradiation': 306.0, 'solarenergy': 1.1, 'uvindex': 3.0, 'conditions': 'Clear'}, {'datetime': '15:00:00', 'temp': 33.1, 'feelslike': 28.6, 'humidity': 60.41, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 4.8, 'cloudcover': 0.5, 'solarradiation': 180.0, 'solarenergy': 0.6, 'uvindex': 2.0, 'conditions': 'Clear'}, {'datetime': '16:00:00', 'temp': 29.9, 'feelslike': 23.0, 'humidity': 68.81, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 7.0, 'cloudcover': 0.5, 'solarradiation': 92.0, 'solarenergy': 0.3, 'uvindex': 1.0, 'conditions': 'Clear'}, {'datetime': '17:00:00', 'temp': 28.1, 'feelslike': 24.3, 'humidity': 76.85, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 3.4, 'cloudcover': 99.6, 'solarradiation': 19.0, 'solarenergy': 0.1, 'uvindex': 0.0, 'conditions': 'Overcast'}, {'datetime': '18:00:00', 'temp': 28.1, 'feelslike': 24.4, 'humidity': 80.7, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 3.4, 'cloudcover': 0.5, 'solarradiation': 1.0, 'solarenergy': 0.0, 'uvindex': 0.0, 'conditions': 'Clear'}, {'datetime': '19:00:00', 'temp': 27.0, 'feelslike': 27.0, 'humidity': 80.68, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 0.0, 'cloudcover': 0.5, 'solarradiation': 1.0, 'solarenergy': 0.0, 'uvindex': 0.0, 'conditions': 'Clear'}, {'datetime': '20:00:00', 'temp': 32.0, 'feelslike': 23.5, 'humidity': 55.9, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 10.3, 'cloudcover': 0.5, 'solarradiation': 1.0, 'solarenergy': 0.0, 'uvindex': 0.0, 'conditions': 'Clear'}, {'datetime': '21:00:00', 'temp': 29.0, 'feelslike': 25.3, 'humidity': 66.15, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 3.4, 'cloudcover': 0.5, 'solarradiation': 1.0, 'solarenergy': 0.0, 'uvindex': 0.0, 'conditions': 'Clear'}, {'datetime': '22:00:00', 'temp': 29.9, 'feelslike': 23.0, 'humidity': 63.78, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 7.0, 'cloudcover': 0.5, 'solarradiation': 1.0, 'solarenergy': 0.0, 'uvindex': 0.0, 'conditions': 'Clear'}, {'datetime': '23:00:00', 'temp': 29.9, 'feelslike': 21.6, 'humidity': 63.76, 'precip': 0.0, 'precipprob': 0.0, 'windspeed': 9.2, 'cloudcover': 0.5, 'solarradiation': 1.0, 'solarenergy': 0.0, 'uvindex': 0.0, 'conditions': 'Clear'}]"
